template_id,save_count,confidence,name_guess,name_guess_source,category_id,category_label,subcategory_id,subcategory_label,log_hint_fields
635e33a8-c121-4301-8134-61fe0ca6ac11,5,high,"Thermite",Items_en.m_TableData,17,"",64,"Chemicals",""
67e09dc0-061d-4c3e-b020-15eaaeb3dd01,5,high,"Operator's manual",Items_en.m_TableData,17,"",57,"Papers",""
8528d2bb-e68b-4c73-bedc-4d3a681cb7cd,5,high,"Herstal 57 supressor",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",9,"Muzzle",""
b86c3008-c36b-43d3-99e5-97811ce05aef,5,high,"P-Hardener",Items_en.m_TableData,17,"",64,"Chemicals",""
c9e8789e-e7a7-4d7b-940b-bd8754670c68,5,high,"PRIMAL",Items_en.m_TableData,20,"Weapon Mod",8,"Sight x{magnification}",""
f2cbd944-3439-451d-a849-07ede42af967,5,high,"Tool battery",Items_en.m_TableData,17,"",66,"A&D components",""
f5ec92b3-85f2-465a-91f8-ed8c1f72f0bc,5,high,"Rifle case",Items_en.m_TableData,22,"Case",47,"Case",""
036000c4-8773-45a7-b72e-c7e95e0ca875,4,high,"Electrical wire",Items_en.m_TableData,17,"",66,"A&D components",""
17f481eb-0cb3-441c-a5d3-36bc7a047f9f,4,high,"Electroshocker",Items_en.m_TableData,11,"Melee Tool",,"",""
2d4949ef-0c5b-4545-9283-4617db378268,4,high,"Empty Tin Can",Items_en.m_TableData,17,"",58,"Waste",""
2e4125fb-85df-45e3-bb6c-30273c49b3b0,4,high,"Heavy Armor Plate",Items_en.m_TableData,17,"",68,"Surplus",""
322764d1-5b80-4bc6-b872-e3fdf344dd2e,4,high,"PCB",Items_en.m_TableData,17,"",66,"A&D components",""
4a615a34-0280-4297-ae6c-8876cf4f8e8f,4,high,"Metal working set",Items_en.m_TableData,17,"",67,"Tools",""
50c17979-ff5e-4ddb-aacc-15f4ed053da7,4,high,"Endoscope",Items_en.m_TableData,17,"",65,"Devices",""
57e6b19d-c8c4-487c-9683-7ea539939a67,4,high,"Spark plug",Items_en.m_TableData,17,"",66,"A&D components",""
5f7fcf28-b7d8-4f95-9cea-98fc793b657b,4,high,"Wire cutters",Items_en.m_TableData,17,"",67,"Tools",""
6e6c1a4d-7e42-4616-bc7b-7f8c8e1f4721,4,high,"Polyester thread",Items_en.m_TableData,17,"",59,"Fabrics",""
9d991ab8-3a58-4751-a758-d86279872dd1,4,high,"Fabrics repair kit",Items_en.m_TableData,14,"Aid Kit",91,"Repair Kit",""
9fb41f1c-3d20-49a9-b1fa-eece14f824f8,4,high,"Titanium wire",Items_en.m_TableData,17,"",66,"A&D components",""
a80e17ad-4c3e-4534-8ac9-2c95229cffd3,4,high,"Reinforced pipe",Items_en.m_TableData,17,"",68,"Surplus",""
a98c1804-2afc-492d-8f99-feb7ce821281,4,high,"Power bank",Items_en.m_TableData,14,"Aid Kit",91,"Repair Kit",""
ef356100-8e19-42ac-ad45-1a6629592ffa,4,high,"AGOTH",Items_en.m_TableData,20,"Weapon Mod",8,"Sight x{magnification}",""
effa3edc-cafc-4b24-93ee-fb99c1da1400,4,high,"Electric screwdriver",Items_en.m_TableData,17,"",67,"Tools",""
f6a8f595-2bb5-4fe1-bbc4-f2939772d9fa,4,high,"Polyester fabric",Items_en.m_TableData,17,"",59,"Fabrics",""
066321bc-ebf4-4011-8811-d0d73ddfc15d,3,high,"Herstal 57 slide X",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",16,"Slide",""
0962656d-3d31-451c-8235-ea5463de3557,3,high,"Electric Shears",Items_en.m_TableData,17,"",67,"Tools",""
109f6d79-cf40-465a-8a03-e93010acc298,3,high,"Bolt",Items_en.m_TableData,17,"",68,"Surplus",""
1b31a1b3-9b14-49a4-89b6-82df12cc81a9,3,high,"Tarpaulin",Items_en.m_TableData,17,"",59,"Fabrics",""
1bdc2a4c-b9d6-4d68-8d02-26b00f3b4756,3,high,"Herstal SH supressor",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",9,"Muzzle",""
1c6a716e-fd65-45f0-8578-3851d4755243,3,high,"Sport watch",Items_en.m_TableData,17,"",65,"Devices",""
1e42d136-ea0e-4ca6-9046-a5197aaef7bb,3,high,"Neckar SR93 mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
22be97dd-eeb8-443d-8e03-be20c208b626,3,high,"Relay",Items_en.m_TableData,17,"",66,"A&D components",""
23631a25-38e9-4bda-a49f-5de37f214a1f,3,high,"Lab scales",Items_en.m_TableData,17,"",65,"Devices",""
27618756-432d-4595-a756-e82a7a8bc97e,3,high,"Aid Kit Box",Items_en.m_TableData,22,"Case",47,"Case",""
2b18fc91-3724-4733-8f3e-34aab87d33e1,3,high,"Epoxy glue",Items_en.m_TableData,17,"",64,"Chemicals",""
2caed088-6206-4c4e-92dd-33ce6ef19220,3,high,"Duct tape",Items_en.m_TableData,17,"",68,"Surplus",""
35491505-7cf2-4da1-bfe2-14a10ff8c9b6,3,high,"Vacuum tube",Items_en.m_TableData,17,"",66,"A&D components",""
35a9779d-a37d-4a2a-92fe-ea4c320cccfa,3,high,"Herstal 57 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
35d8536a-8fbe-42b4-9ebd-6d39844f0e49,3,high,"Eliphalet 700",Items_en.m_TableData,1,"Firearm",5,"Sniper Rifle",""
3bab5426-7d25-4fcb-9adb-982e46cec2ce,3,high,"Rotola",Items_en.m_TableData,17,"",65,"Devices",""
42890513-9735-433e-a391-777ff7a6d95f,3,high,"1A4M",Items_en.m_TableData,1,"Firearm",1,"Assault Rifle",""
44c8b741-5665-46a1-83b8-e2d7e7aaf571,3,high,"Herstal SH butt",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
46c9d0a2-7aec-44ab-88a2-cfaa4d1f2668,3,high,"Eliphalet 700 extended mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
490456dc-4492-4e0a-9b27-bf4442670719,3,high,"Eliphalet 700 supressor",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",9,"Muzzle",""
4e8db72c-4ad6-4c7e-8cdf-3c69dc88e78c,3,high,"Herstal 57 mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
52329c11-5d35-426b-9378-180c86adad3b,3,high,"Shovel",Items_en.m_TableData,17,"",67,"Tools",""
529e60ae-6d98-4f7d-b02f-b1b6839cf43d,3,high,"KA74 butt X",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
55d12426-6545-4f68-981a-31236c8cd0bd,3,high,"1A4M receiver",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",13,"Receiver",""
5d4bf209-c68a-40f1-b8c5-a6d05bee96cb,3,high,"Eliphalet 700 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
6850c148-83ff-4f76-82fa-30599cbb99f7,3,high,"Desk lamp",Items_en.m_TableData,17,"",65,"Devices",""
6d4728cf-8d56-4003-8403-110491e57bbb,3,high,"Herstal SH",Items_en.m_TableData,1,"Firearm",1,"Assault Rifle",""
6f0a8140-6130-4931-b8a6-17215f7c16b5,3,high,"1A4M drum mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
6fade111-f653-462f-9961-adc92ae52b7d,3,high,".300 WinMag supressor",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",9,"Muzzle",""
714debe4-ca4b-401d-85d2-43f2cb0c9bad,3,high,"Palladium bar",Items_en.m_TableData,17,"",68,"Surplus",""
82bcee1e-75de-4dfc-8e41-e9f99defb7b0,3,high,"AssaultRifle_01_Butt_02",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",11,"Butt",""
886fbd17-15eb-4846-975e-77989dc97372,3,high,"Neckar SR93",Items_en.m_TableData,1,"Firearm",5,"Sniper Rifle",""
8a39a623-298a-4b0c-97b9-6cedc04bc0c7,3,high,"Eliphalet 700 rifle stock X",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",15,"Rifle Stock",""
8bf8f745-ec2c-427b-bc02-67d57e770b6d,3,high,"Power supply",Items_en.m_TableData,17,"",66,"A&D components",""
961f4116-1063-433c-b8cc-6db6f2f58025,3,high,"Frying pan",Items_en.m_TableData,17,"",63,"Ware",""
986ce450-7537-4372-8a15-ec8976ceb22d,3,high,"HB 4 Visor",Items_en.m_TableData,7,"Helmet",79,"Helmet visor",""
995abd32-01e5-4a37-a391-f421ae70fd5c,3,high,"Herstal SH receiver",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",13,"Receiver",""
9b80b771-1ee0-49c1-9e82-67eda3a6d7a0,3,high,"Herstal SH barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
a7c59e5f-4b6b-454f-82b7-07ad6de50780,3,high,"1A4M barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
a7cb4394-ff2b-4478-b38b-da4c7342699e,3,high,"Duct tape",Items_en.m_TableData,17,"",68,"Surplus",""
a885bf68-1763-4b06-8fac-232837d6123d,3,high,"Duct tape",Items_en.m_TableData,17,"",68,"Surplus",""
ac0b5eb0-315b-46f0-a715-36240c4e337e,3,high,"Fibermesh",Items_en.m_TableData,17,"",62,"Materials",""
b3346d69-ea6a-4640-8ade-f923f07b7817,3,high,"107-44-8",Items_en.m_TableData,17,"",68,"Surplus",""
b4d6de48-b21d-4ea7-aa3a-512c65b9edb9,3,high,"CRNVM-P",Items_en.m_TableData,13,"Body Part",32,"Head",""
c7d283ef-6c32-4cd8-a23d-245a6b45f0fd,3,high,"Herstal SH mag",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",7,"Magazine",""
c7f9e401-8d10-43cb-a8b9-b5cafb711236,3,high,"Microcontroller",Items_en.m_TableData,17,"",66,"A&D components",""
d0f41c0c-2db4-48f8-934c-2edcd4423c22,3,high,"HP-hose",Items_en.m_TableData,17,"",63,"Ware",""
d32ca7d9-347e-499d-a69a-2bc3a55accf4,3,high,"Neckar SR93 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
dfaa1590-8e90-4ba9-a9b7-c7f9b37e7cc1,3,high,"Neylon fibers",Items_en.m_TableData,17,"",62,"Materials",""
e311257e-0765-42a1-bd59-56e90c5eba22,3,high,"Neckar SR93 rifle stock X",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",15,"Rifle Stock",""
e4a92f12-64f9-4b99-b5a6-6ea543fcad04,3,high,"HB4",Items_en.m_TableData,7,"Helmet",31,"Helmet",""
eb80bb95-154a-4d52-91c8-3e5e307387f1,3,high,"EMERKIT storage box",Items_en.m_TableData,22,"Case",47,"Case",""
f1b40f91-e51f-4136-9962-6c9f46f082df,3,high,"Herstal 57",Items_en.m_TableData,1,"Firearm",2,"Pistol",""
01d4067b-1747-4c85-9e86-c47cf311ed15,2,high,"Hugger",Items_en.m_TableData,5,"Backpack",,"",""
01dcb431-1ece-4a54-8aa6-8e374d4d00a2,2,high,"The Burden",Items_en.m_TableData,7,"Helmet",73,"Mask",""
04ee95c1-ed85-4ec3-9dff-9cfd9ddde4ad,2,high,"Ebonite",Items_en.m_TableData,17,"",62,"Materials",""
067803bb-029b-4107-b5a4-4e813625c9e9,2,high,"Hammer drill",Items_en.m_TableData,17,"",67,"Tools",""
0ebceb73-7982-4ecb-90ef-50fd5920bc35,2,high,"L.Arm R21S-BH",Items_en.m_TableData,13,"Body Part",49,"Left arm",""
1109da06-d007-4b1c-b72c-57d67bf05e26,2,high,"Steel",Items_en.m_TableData,17,"",62,"Materials",""
17299786-5731-420f-99a6-425f7c7d6a6d,2,high,"R21S-BH",Items_en.m_TableData,13,"Body Part",33,"Torso",""
18cd5059-3ae5-492c-9b19-1d1eae771d67,2,high,"L.Leg R21S-BH",Items_en.m_TableData,13,"Body Part",51,"Left leg",""
18d100ec-b346-4e76-9cf0-ec748fecb937,2,high,"GP Visor",Items_en.m_TableData,7,"Helmet",79,"Helmet visor",""
19c325cd-790d-4b4f-8cd4-f1dda2953c1a,2,high,"7.62x39 AP",item_templates.alias_fallback_for_localization_links,3,"Standard Ammo",24,"Armor Piercing Ammo",""
1d659d9c-08c9-45ae-9bb8-ca1f0652703b,2,high,"Metal tube",Items_en.m_TableData,17,"",68,"Surplus",""
1f468bc7-0720-4e18-82b8-7fc3e51150ae,2,high,"KA74",Items_en.m_TableData,1,"Firearm",1,"Assault Rifle",""
21e07977-059c-4d79-9efe-ba10ec75d3bd,2,high,"Ramon 1891",Items_en.m_TableData,1,"Firearm",5,"Sniper Rifle",""
26dc9c41-0908-4063-8be2-16b61ff0b9e5,2,high,"Sewing kit",Items_en.m_TableData,17,"",67,"Tools",""
27453ef3-26c8-4de6-80c0-2b5e60093827,2,high,"Set of wrenches",Items_en.m_TableData,17,"",67,"Tools",""
27d4b497-3b03-4a59-ad46-66d6c7b280a1,2,high,"MOPS",Items_en.m_TableData,7,"Helmet",31,"Helmet",""
2bfce643-abd5-49d9-a84b-1ad34ebb491b,2,high,"R.Arm R21S-BH",Items_en.m_TableData,13,"Body Part",50,"Right arm",""
2dda77ec-bbf5-4480-9927-8be93aece84c,2,high,"Audio cassette",Items_en.m_TableData,17,"",39,"Valuables",""
2de91478-fafc-4382-9899-d6e6ac13b924,2,high,"Gunpowder 'A'",Items_en.m_TableData,17,"",64,"Chemicals",""
2edfc44b-b37d-435e-aacc-eb493653640c,2,high,"Choppa facemask",Items_en.m_TableData,7,"Helmet",79,"Helmet visor",""
325d2bd4-08df-439c-986c-94411983ef91,2,high,"Chromatograph",Items_en.m_TableData,17,"",65,"Devices",""
36bda7a3-874d-42ca-a69e-7a36cc9e01cc,2,high,"Sport bottle 1 liter",Items_en.m_TableData,17,"",63,"Ware",""
38ed278d-9804-4249-b923-74c31adea550,2,high,"Oil filter",Items_en.m_TableData,17,"",66,"A&D components",""
3d7b2d30-b205-42dd-ba70-00c6135bc7bc,2,high,"Police shield",Items_en.m_TableData,24,"",102,"Shield",""
419d5b82-444a-43d5-9eb2-fdd482eb35e8,2,high,"Choppa",Items_en.m_TableData,7,"Helmet",31,"Helmet",""
53d665d5-b3d8-47f2-9b2a-e2cb8dbdb991,2,high,"KA74 barrel",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",12,"Barrel",""
55b3b782-d019-4e6a-868b-ca8eae303f0a,2,high,"Battery C",Items_en.m_TableData,17,"",66,"A&D components",""
56860088-aee1-4ee5-b867-73b4c307c9f7,2,high,"Hammock",Items_en.m_TableData,17,"",61,"Textile",""
56df2c12-1a7b-4225-aac2-b2425a6bc0ba,2,high,"TALKMAN cassette player",Items_en.m_TableData,17,"",65,"Devices",""
57371dca-a5fe-48b9-ba90-2970c36b1d78,2,high,"TICTAC",Items_en.m_TableData,9,"Armor Vest",,"",""
594232ba-770b-4026-a2b9-bf9cc331e5b2,2,high,"MetaPhone",Items_en.m_TableData,17,"",65,"Devices",""
5c8cc8af-831b-4ace-8cde-faea85b7ef6d,2,high,"Trash bags",Items_en.m_TableData,17,"",63,"Ware",""
5d2f5067-7c4f-470c-85bd-dcab0b9dcc59,2,high,"PRO90 SwirlTech suppressor",item_templates.alias_fallback_for_localization_links,20,"Weapon Mod",9,"Muzzle",""
5e1acac2-4a36-452e-831e-b9535564d207,2,high,"L.Leg Nobunaga",Items_en.m_TableData,13,"Body Part",51,"Left leg",""
6304faae-9b23-4f8b-9ac4-995f217acd04,2,high,"'Kanie'",Items_en.m_TableData,6,"Chest Rig",22,"Chest rig",""
673f3876-b10e-44d8-ab65-b17540cdd9af,2,high,"Car parts",Items_en.m_TableData,17,"",68,"Surplus",""
6b8d7661-ce64-47eb-8788-68c42539703e,2,high,"Fishing rod",Items_en.m_TableData,17,"",67,"Tools",""
6cb2d799-1b9d-4f20-b829-d2a054d0111f,2,high,"PVC tube",Items_en.m_TableData,17,"",68,"Surplus",""
6eff4289-ef99-4cc7-9c7a-f156ae411d80,2,high,"Trustbang",Items_en.m_TableData,20,"Weapon Mod",9,"Muzzle",""
