category_id,category_label,subcategory_id,subcategory_label,name,template_id,width,height,price,mass,name_source,confidence
1,"Firearm",4,"Shotgun","Oscar 590A1",0687786b-41e0-4b5f-8d02-aecbaab49b94,3,1,2400,3.0,Items_en.m_TableData,high
1,"Firearm",4,"Shotgun","RAMB",c33d4977-384c-4302-8e21-a58c773ca981,5,1,6240,3.0,Items_en.m_TableData,high
1,"Firearm",4,"Shotgun","Saigak-13",571cc1e9-7aec-4330-8e58-0d23b57afcc3,2,1,4321,3.0,Items_en.m_TableData,high
1,"Firearm",4,"Shotgun","SAPA12",c9eef5f9-8765-4ecb-8143-e7b574dc22e2,2,1,2700,4.0,Items_en.m_TableData,high
1,"Firearm",4,"Shotgun","Sawed off 12",bf9eaf18-cd45-4c56-9871-6f8927c4843f,3,1,5200,2.4,Items_en.m_TableData,high
1,"Firearm",5,"Sniper Rifle","DVS",71927f2e-2d19-440b-9df8-bb8846dd681f,2,1,14851,5.0,Items_en.m_TableData,high
1,"Firearm",5,"Sniper Rifle","Eliphalet 700",35d8536a-8fbe-42b4-9ebd-6d39844f0e49,1,1,7205,4.0,Items_en.m_TableData,high
1,"Firearm",5,"Sniper Rifle","Neckar SR93",886fbd17-15eb-4846-975e-77989dc97372,1,1,24563,6.0,Items_en.m_TableData,high
1,"Firearm",5,"Sniper Rifle","Ramon 1891",21e07977-059c-4d79-9efe-ba10ec75d3bd,1,1,14738,4.5,Items_en.m_TableData,high
1,"Firearm",5,"Sniper Rifle","SniperRifle_06",d78ab578-50ec-40d1-9e30-1fb299682a4c,6,2,9750,12.0,item_templates.alias_fallback_for_localization_links,high
1,"Firearm",5,"Sniper Rifle","SVS",8da3a95c-7274-4d22-ae9b-c3b34ea0ddd7,2,1,20400,4.0,Items_en.m_TableData,high
1,"Firearm",54,"Heavy weapon","GAV",42a4fa5b-402a-49b6-a5b6-78c79f7409af,3,1,5450,5.2,Items_en.m_TableData,high
1,"Firearm",80,"Heavy sniper rifle","Ronnie B4",eac0026c-c9b8-4d0f-88ba-a2e7f879068c,1,1,36000,4.0,Items_en.m_TableData,high
1,"Firearm",83,"Light machine gun","LM39",a16daeee-55b2-431c-9b2e-693da7dd5a91,3,1,15600,4.0,Items_en.m_TableData,high
1,"Firearm",84,"Heavy machine gun","M420",bbfa98c5-5a07-41b7-a9da-0acb069bec05,3,1,18000,5.5,Items_en.m_TableData,high
1,"Firearm",84,"Heavy machine gun","MKP",79f57f32-c555-4ab2-b617-cdb80614afc8,3,1,16800,5.0,Items_en.m_TableData,high
3,"Standard Ammo",24,"Armor Piercing Ammo",".224 AP",b933ad87-d18c-4100-886a-a522ee7715da,1,1,30,0.026,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo",".300 AP",2c82b4f8-4b5a-4c5a-a8e8-0d23b1cfb8f3,1,1,60,0.08,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo",".454 AP",8ce26d08-7026-4ec1-aa32-24dbf07994d6,1,1,38,0.032,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo",".45ACP AP",394783c8-3fa6-4573-a154-fa52921eeb15,1,1,18,0.024,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","12x70 AP",576d4cfc-3709-4c1a-89af-f2202dc78c93,1,1,22,0.08,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","5.45x39 AP",deeb8cc6-ef24-4194-8139-ffe155d1b87f,1,1,24,0.03,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","5.56x45 AP",5eb47e12-202a-4930-b1fc-48ab5feac994,1,1,27,0.034,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","57x28 AP",e9fd9b62-e02b-435a-88fc-87dd5597a00a,1,1,21,0.026,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","7.61x54R AP",3853e916-f0eb-441f-9584-6416afb5607c,1,1,53,0.08,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","7.62x39 AP",19c325cd-790d-4b4f-8cd4-f1dda2953c1a,1,1,30,0.036,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","7.62x51 AP",a13b7181-fb63-4fa9-8a4d-ae3cd520bcaa,1,1,36,0.04,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","7H36 AP",1e772905-dc8e-4125-86a7-6beca64357d0,1,1,1,0.024,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","9x19 AP",bb5ca07d-ad87-45c0-96da-dd153a03bcf7,1,1,15,0.02,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",24,"Armor Piercing Ammo","9x39 AP",ba1ff498-fd79-4260-833c-686d6a8b6ac3,1,1,39,0.04,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo",".224 E",bab13c85-c6ca-4378-a31d-8d2e1c8b4313,1,1,40,0.005,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo",".300 E",61f597b1-45d4-4ec6-b68c-e17cc20b6200,1,1,80,0.025,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo",".45ACP E",4ec3fa7f-f8a9-4fce-bcdd-efda2dbf0826,1,1,24,0.012,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","12x70 E",0889e36b-fc18-499e-9894-3dfc6cc62a54,1,1,30,0.033,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","5.45x39 E",36c7a7d2-7eca-400f-a28e-68613070505c,1,1,32,0.011,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","5.56x45 E",4cddd566-a0c6-41c3-b0b7-4e9ff6561bcc,1,1,36,0.022,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","57x28 E",cc5a5fde-6c82-45af-babf-3d6875a26911,1,1,28,0.005,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","7.61x54R E",0791b0fb-40f4-4033-a5cd-cb8c77c597cf,1,1,70,0.025,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","7.62x51 E",f9cb234f-9f73-4c4b-9029-f064e0c3f2f3,1,1,48,0.014,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",25,"Expansive Ammo","9x19 E",d08d0179-5c5f-4ae4-bf1f-8032d52f3498,1,1,20,0.004,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",101,"Special ammo","12x70NL",1a527dd9-48bb-47b3-a7a7-e58d520237e0,1,1,15,0.04,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"",".224",4acaafd1-644d-433c-b1c6-00397e476c1e,1,1,20,0.013,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"",".300",752e4ba1-1109-4ee0-88c6-195dd6d088e2,1,1,40,0.04,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"",".454",53b23ada-ed4e-4d6b-b28d-0ab912a39777,1,1,25,0.016,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"",".45ACP",98e1e51b-4f8b-4512-bd34-2a37a0eb2930,1,1,12,0.012,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"",".50BMG",d257930e-de98-4295-8c77-ab1a026bec84,1,1,60,0.08,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","12x70",a9fa2bab-dd83-4a9d-9cb4-d02a9cfcdf39,1,1,15,0.04,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","5.45x39",a7721ae4-5bb3-4c09-8605-e18272b59ac6,1,1,16,0.015,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","5.56x45",610a082d-33bd-460b-bb88-ef3151b583d4,1,1,18,0.017,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","57x28",0e9060f6-f0d4-4f62-9457-c9165a959b4d,1,1,14,0.013,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","7.61x54R",156fe687-ac99-4003-9d05-5c5411cd6bac,1,1,35,0.04,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","7.62x39",8efa41be-c593-4490-a6e4-b5827ed27260,1,1,20,0.018,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","7.62x51",a6b4d8ab-7ec1-4561-a22e-3b87a7a08a5d,1,1,24,0.02,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","7H36",71720ce6-1050-4c66-91f7-334d39df7597,1,1,18,0.012,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","9x19",e3e576c5-7cf4-4e9b-8283-2fd5eb4676d2,1,1,10,0.01,item_templates.alias_fallback_for_localization_links,high
3,"Standard Ammo",,"","9x39",6ff28efa-75bf-4d6a-8cc6-9b01b00bfe50,1,1,26,0.02,item_templates.alias_fallback_for_localization_links,high
5,"Backpack",,"","Assault Pack",c13155c0-4e1f-4f84-b24d-6cc37379a503,3,4,750,1.0,Items_en.m_TableData,high
5,"Backpack",,"","Backdoor",167c4227-d883-4438-9bc1-6ca8ae27370a,3,3,300,0.7,Items_en.m_TableData,high
5,"Backpack",,"","Bindle",53cd178a-1688-4827-81e9-e5c3bc802f1f,2,2,20,0.2,Items_en.m_TableData,high
5,"Backpack",,"","Courier Bag",6328c686-dd4f-4d26-99c7-a81f0f67d2c4,4,4,1000,2.0,Items_en.m_TableData,high
5,"Backpack",,"","Courier Bag",830fc7f2-f4d4-4005-ab7f-e10c7595be92,4,4,1200,2.0,Items_en.m_TableData,high
5,"Backpack",,"","Courier Bag",8c8fbaa4-2e48-41e8-b8b3-a76bbd4486bc,4,4,1000,2.0,Items_en.m_TableData,high
5,"Backpack",,"","Fortknight",078312c7-a809-4a0c-91f9-08714cbe37b3,3,4,600,0.71,Items_en.m_TableData,high
5,"Backpack",,"","Gunman",8701e1bd-9509-4ec1-992d-d9e70b581bff,4,7,7000,2.0,Items_en.m_TableData,high
5,"Backpack",,"","Hugger",01d4067b-1747-4c85-9e86-c47cf311ed15,4,6,6500,2.3,Items_en.m_TableData,high
5,"Backpack",,"","Hugger Anniversary",353a680b-00d6-4ef9-911f-27a24a14dce9,4,6,7000,2.3,Items_en.m_TableData,high
5,"Backpack",,"","Sling Bag",74b1c8af-bf63-442b-aecc-79ebe5afc444,2,2,150,0.4,Items_en.m_TableData,high
5,"Backpack",,"","Storage Enforcer_01",dfb10ef8-465f-478a-bbbd-99ee0f3fadcd,4,4,,3.0,item_templates.alias,high
5,"Backpack",,"","Storage Rookie_01",00938a78-f763-4889-9718-e0b786fb9d3f,4,4,,3.0,item_templates.alias,high
5,"Backpack",,"","Storage Trashooter_01",72c54306-d668-411e-a7d9-4016f911688f,4,4,,3.0,item_templates.alias,high
5,"Backpack",,"","TAB",34191a8f-f8e3-412e-845a-ca812261402e,3,4,620,1.0,Items_en.m_TableData,high
6,"Chest Rig",22,"Chest rig","'Kanie'",6304faae-9b23-4f8b-9ac4-995f217acd04,3,4,1550,1.5,Items_en.m_TableData,high
6,"Chest Rig",22,"Chest rig","'Rapid'",a24c3a96-2f03-4385-bb13-f1ea3dda443b,3,4,750,1.1,Items_en.m_TableData,high
6,"Chest Rig",22,"Chest rig","EMERKIT",7a24e322-cabe-47b5-813c-f3f6f61fe858,3,3,200,0.7,Items_en.m_TableData,high
6,"Chest Rig",22,"Chest rig","LUV",fb38b5bd-6678-4c5d-8e44-6d538babd5b6,3,3,300,0.7,Items_en.m_TableData,high
6,"Chest Rig",22,"Chest rig","SeaSeal",6b31147a-42bd-4fe8-a7ae-e16570f3db62,3,3,2500,2.0,Items_en.m_TableData,high
6,"Chest Rig",22,"Chest rig","Zenith",b789f670-769a-4c47-a3d0-06252185764f,3,3,650,0.65,Items_en.m_TableData,high
6,"Chest Rig",23,"Armored chest rig","CARTER",98ca4560-598f-4d9b-a934-d800c2a21c45,3,4,8000,8.0,Items_en.m_TableData,high
6,"Chest Rig",23,"Armored chest rig","KNOCKIA",c8b1ec7a-325f-4628-a9d0-4ad724800ba3,3,4,3200,4.0,Items_en.m_TableData,high
6,"Chest Rig",23,"Armored chest rig","MONOLITH",c489054e-2478-4e5b-b2cb-d7c0b4e55603,4,3,6000,4.0,Items_en.m_TableData,high
6,"Chest Rig",23,"Armored chest rig","RECON6",07573f6c-ebb8-4d3d-8a60-d702723fe9f9,3,4,450,2.5,Items_en.m_TableData,high
6,"Chest Rig",23,"Armored chest rig","VVS 13",e5822cb4-f081-4a16-afd8-9eb365899e8b,3,4,1000,3.5,Items_en.m_TableData,high
7,"Helmet",26,"Hat","Beanie hat",c2ebc659-cd20-4947-97e7-d3d3fb174a2d,1,1,10,0.07,Items_en.m_TableData,high
7,"Helmet",26,"Hat","Bucket hat 'Price'",5e7bcb69-5a61-4928-86e2-fa6107e1a106,1,1,30,0.08,Items_en.m_TableData,high
7,"Helmet",26,"Hat","Cowboy Hat",c568e1a9-cbb5-419e-8639-dc728e651256,2,2,500,0.4,Items_en.m_TableData,high
7,"Helmet",26,"Hat","Developer's hat",9ff54173-d9a6-4a7d-a84b-ed5ec559d6dd,1,1,1,0.01,Items_en.m_TableData,high
7,"Helmet",26,"Hat","FYI Snapback",bad9e3a8-a9b0-44e0-a360-2a51983589b0,1,1,1500,0.1,Items_en.m_TableData,high
7,"Helmet",26,"Hat","Police Baseball Hat",39b23447-6125-407a-ada0-ab277c658715,1,1,15,0.1,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Choppa",419d5b82-444a-43d5-9eb2-fdd482eb35e8,2,2,4500,2.3,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","GP",d7a23c9c-d8bc-4bff-8487-a13bb52db01e,2,2,5500,2.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","GP",dc1111e7-232f-4592-acc3-db20d9378270,2,2,6300,2.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","HB4",e4a92f12-64f9-4b99-b5a6-6ea543fcad04,2,2,4000,1.7,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","He1",4a39e63c-2ff0-4121-83ca-a03992073c46,2,2,1900,1.3,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Krie-G",d9ecd334-c532-42d5-b51b-cec92da5c7e6,2,2,132720,1.8,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","L93",30a58fa8-3652-4e5d-96ec-24faf183049c,2,2,2250,1.6,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","M1918",8b6ef869-942d-491b-8d06-b90f6e6238c0,2,2,19180,2.2,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","MOPS",27d4b497-3b03-4a59-ad46-66d6c7b280a1,2,2,6000,3.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Moto helmet 'Fighter'",5bfaee2f-fafd-4501-8a3a-fdfc4ef3d429,2,2,300,1.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Moto helmet 'Flames'",2d46a346-341d-402e-b485-7b3fb2a9cbc5,2,2,310,1.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Moto Helmet Red",eb0522f6-73ad-4cf4-9f0b-a48aed2b87b9,2,2,300,1.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Moto helmet white",41f2ce1a-7270-492c-99c3-eacbf1cba81d,2,2,300,1.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","RS5",5ba1a9e5-7182-432b-aea0-50123cefa1ce,2,2,12200,4.0,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Safety Helmet",7499aee7-ebe6-4214-bd5b-abe4198a0799,2,2,100,0.5,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Safety Helmet",89e9e976-744f-4a89-880c-219a666741e4,2,2,100,0.5,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Safety Helmet",d5aa61e3-e23b-421d-867d-f99bc4690146,2,2,100,0.5,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","Salade",c244c7d8-d68f-442e-8dab-b9ddedb630b7,2,2,20000,2.4,Items_en.m_TableData,high
7,"Helmet",31,"Helmet","VULTURE",ae26c0a8-e6f1-43d2-b907-693adc6ae540,2,2,10000,2.5,Items_en.m_TableData,high
7,"Helmet",73,"Mask","Aboutamask",bccbdac1-13d1-4308-96bb-a47fed8a5b7c,2,2,8500,0.75,Items_en.m_TableData,high
7,"Helmet",73,"Mask","Ceremony A",40e7ed48-0dc8-4ff0-ac1e-0c9a413c65b6,2,2,120000,0.6,Items_en.m_TableData,high
7,"Helmet",73,"Mask","Ceremony B",6a5646d7-1231-4a98-af0f-7749969b3b7b,2,2,130000,0.4,Items_en.m_TableData,high
7,"Helmet",73,"Mask","Mask of joy",18430a1c-18bc-47b0-ac06-48b35b2b4f8e,2,2,13000,0.5,Items_en.m_TableData,high
7,"Helmet",73,"Mask","Nya mask",4924c065-4d7a-4aa2-8a17-6ea3a35c70a9,2,2,5000,0.8,Items_en.m_TableData,high
7,"Helmet",73,"Mask","Onnoh mask",508becd4-2288-4470-b1a5-0de5268530c7,2,2,6000,0.3,Items_en.m_TableData,high
7,"Helmet",73,"Mask","The Burden",01dcb431-1ece-4a54-8aa6-8e374d4d00a2,2,2,5000,0.3,Items_en.m_TableData,high
7,"Helmet",79,"Helmet visor","Choppa facemask",2edfc44b-b37d-435e-aacc-eb493653640c,2,1,4000,1.0,Items_en.m_TableData,high
7,"Helmet",79,"Helmet visor","GP Visor",18d100ec-b346-4e76-9cf0-ec748fecb937,2,2,5000,1.0,Items_en.m_TableData,high
7,"Helmet",79,"Helmet visor","HB 4 Visor",986ce450-7537-4372-8a15-ec8976ceb22d,2,1,6000,1.0,Items_en.m_TableData,high
7,"Helmet",79,"Helmet visor","M1918 Helmet Mask",55866eb4-938b-4b30-bee1-4fdcd94026b8,2,2,10000,2.0,Items_en.m_TableData,high
7,"Helmet",79,"Helmet visor","M1918 Shield",9813f59d-0a9f-4ee3-bd5d-d5a53d5a481a,2,2,9000,2.0,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Assistant's toolbox",b99b4c7e-49f1-4280-b77d-02b09209cff3,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Barrels",bf498f8e-853f-42e6-a94c-7825e1c176f6,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Bucket",d979d1f0-ec18-4974-808e-9c296a6096f4,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Butts",4d2717e2-d38d-4622-b396-09e95c01ee8f,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Cabinet",e2e5275f-8c27-4e9d-aacb-213c56b5b8cc,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Car",8eded12e-35d0-431b-a634-9ab79bdf1dcd,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Cargo Box",2e745df6-f6f4-4837-bdd9-4d0841f45237,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Cargo Box",add0e160-ecd9-4b5b-874f-cd744e37b4bd,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Clerk's Safe",a96ae755-5c47-42d7-87d5-0790129e101a,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Collimators",e1d49c4a-47e3-4718-9b7e-8890e4bf9b95,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Container",106355bc-f302-4451-a022-6a4208d680c8,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","CONTAINER",99355a09-41f6-4178-bfc4-1df1e2b327ad,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Container",bf8c7bdd-06a2-455f-8177-2fc6ab650433,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Container",eb3721e7-d156-4aa5-a47f-dc2f6b051ae3,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","DeadRobot_01",d06768b1-7e74-4254-a8ad-f870ba35b475,1,1,,,item_templates.alias_fallback_for_localization_links,high
8,"SpawnBoxes",,"","DeadRobot_02",8ded7070-6897-43cf-a799-810a56503416,1,1,,,item_templates.alias_fallback_for_localization_links,high
8,"SpawnBoxes",,"","DeadRobot_7x5",8fa83dd5-e1c6-4ccc-af17-983a08e7677b,1,1,,,item_templates.alias_fallback_for_localization_links,high
8,"SpawnBoxes",,"","Desk",fd070612-0ea5-44a2-92eb-83fe3e8b63e1,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Disconnected body",5c0843f3-8344-426b-bfdd-02d5704e4bf3,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Drawer",3a21a057-2616-4d31-a003-a17dd8d19d8e,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Dumpster",43c2e077-886e-4fa5-92bb-75d002f43d3d,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Electrician's toolbox",4bd7bb13-5ec9-4620-a01c-36a655cdaa21,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","First Aid",2e5b2d58-f3b2-459e-ac7e-594b0847132b,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Invisible_Dead_Droid_6x4",6c67b436-3ba9-4479-81e7-e4c228b432cc,1,1,,,item_templates.alias_fallback_for_localization_links,high
8,"SpawnBoxes",,"","Key cabinet",558e6d48-f33e-4004-8063-d01da10e3f0b,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Locker",d44bb1b3-2e96-4b04-ac41-c8fde6aafbcf,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Mags",459eaef9-ee02-4f50-83a4-23cad61acd8e,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Military container",4f594fb7-dfe9-4276-9ffa-36530f718f2c,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Military container",c4525e44-3451-40dd-9dd8-ebdc4edbe6c3,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Military container",d1cf147e-fbcd-4543-8693-2901784066eb,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Old safe",beb2d253-aa4b-4aa4-b706-ab112704c641,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Optical sights",cf150ba2-5425-4a3d-900b-265b3d17902d,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Package",3d8d9fea-4d0f-4af2-90a7-6e28aba32d46,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","PC",c25f1f8a-6c72-4cb4-a7e7-5a9baa2cc4a0,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Pegboard",f19b908f-dc69-4358-914d-c5926d4d9c10,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Pile of trash",4adce1ac-cc7a-4e89-8de2-0f519b01f818,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Plumber's toolbox",24c8b6bb-58fe-41a8-b5eb-9363a8bb9ed0,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Raid Shop",536666ee-f21b-4c5a-9220-9b0970a6afd9,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Raid Shop",dcef0697-7511-4097-bf01-536e94f3d98e,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Receivers",afff5d0a-6321-4a95-87f0-26eea11205ba,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Repairman's toolbox",0be34936-e68b-48ec-ae53-907b52b3405d,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Rifle stocks",34e7c51f-f118-48a3-9c5e-6828fc650ed6,1,1,1000,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Safe",02164979-383e-4465-b2f6-8789f4b13dfb,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Secret Stash",bf20e448-5c63-4397-b427-49bb952bc992,1,1,,,Items_en.m_TableData,high
8,"SpawnBoxes",,"","Slides",7b998b22-2aee-45ad-8960-64eaafa2888a,1,1,1000,,Items_en.m_TableData,high
